Year,UNIT_MEASURE,Vrsta obrazovanja,Spol,Value
2015,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,699
2015,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,328
2015,Broj,Zdravstvo i socijalna skrb,Ž,733
2015,Broj,Usluge,Ž,266
2015,Broj,Nepoznato,Ž,22
2016,Broj,Ukupno,Oba spola,11604
2016,Broj,Obrazovanje,Oba spola,900
2016,Broj,Umjetnost i humanističke znanosti,Oba spola,1399
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1839
2016,Broj,"Poslovanje, administracija i pravo",Oba spola,2676
2016,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,724
2016,Broj,Informacijske i komunikacijske tehnologije,Oba spola,510
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1626
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,566
2016,Broj,Zdravstvo i socijalna skrb,Oba spola,859
2016,Broj,Usluge,Oba spola,454
2016,Broj,Nepoznato,Oba spola,51
2016,Broj,Ukupno,M,4655
2016,Broj,Obrazovanje,M,275
2016,Broj,Umjetnost i humanističke znanosti,M,448
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",M,704
2016,Broj,"Poslovanje, administracija i pravo",M,971
2016,Broj,"Prirodne znanosti, matematika i statistika",M,215
2016,Broj,Informacijske i komunikacijske tehnologije,M,351
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,978
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,267
2016,Broj,Zdravstvo i socijalna skrb,M,204
2016,Broj,Usluge,M,218
2016,Broj,Nepoznato,M,24
2016,Broj,Ukupno,Ž,6949
2016,Broj,Obrazovanje,Ž,625
2016,Broj,Umjetnost i humanističke znanosti,Ž,951
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1135
2016,Broj,"Poslovanje, administracija i pravo",Ž,1705
2016,Broj,"Prirodne znanosti, matematika i statistika",Ž,509
2016,Broj,Informacijske i komunikacijske tehnologije,Ž,159
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,648
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,299
2016,Broj,Zdravstvo i socijalna skrb,Ž,655
2016,Broj,Usluge,Ž,236
2016,Broj,Nepoznato,Ž,27
2017,Broj,Ukupno,Oba spola,11360
2017,Broj,Obrazovanje,Oba spola,838
2017,Broj,Umjetnost i humanističke znanosti,Oba spola,1336
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1767
2017,Broj,"Poslovanje, administracija i pravo",Oba spola,2456
2017,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,656
2017,Broj,Informacijske i komunikacijske tehnologije,Oba spola,494
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1763
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,595
2017,Broj,Zdravstvo i socijalna skrb,Oba spola,786
2017,Broj,Usluge,Oba spola,517
2017,Broj,Nepoznato,Oba spola,152
2017,Broj,Ukupno,M,4471
2017,Broj,Obrazovanje,M,206
2017,Broj,Umjetnost i humanističke znanosti,M,394
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",M,662
2017,Broj,"Poslovanje, administracija i pravo",M,876
2017,Broj,"Prirodne znanosti, matematika i statistika",M,169
2017,Broj,Informacijske i komunikacijske tehnologije,M,331
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1070
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,269
2017,Broj,Zdravstvo i socijalna skrb,M,174
2017,Broj,Usluge,M,280
2017,Broj,Nepoznato,M,40
2017,Broj,Ukupno,Ž,6889
2017,Broj,Obrazovanje,Ž,632
2017,Broj,Umjetnost i humanističke znanosti,Ž,942
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1105
2017,Broj,"Poslovanje, administracija i pravo",Ž,1580
2017,Broj,"Prirodne znanosti, matematika i statistika",Ž,487
2017,Broj,Informacijske i komunikacijske tehnologije,Ž,163
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,693
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,326
2017,Broj,Zdravstvo i socijalna skrb,Ž,612
2017,Broj,Usluge,Ž,237
2017,Broj,Nepoznato,Ž,112
2018,Broj,Ukupno,Oba spola,12083
2018,Broj,Obrazovanje,Oba spola,1188
2018,Broj,Umjetnost i humanističke znanosti,Oba spola,1348
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1800
2018,Broj,"Poslovanje, administracija i pravo",Oba spola,2411
2018,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,673
2018,Broj,Informacijske i komunikacijske tehnologije,Oba spola,578
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1879
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,694
2018,Broj,Zdravstvo i socijalna skrb,Oba spola,1050
2018,Broj,Usluge,Oba spola,390
2018,Broj,Nepoznato,Oba spola,72
2018,Broj,Ukupno,M,4563
2018,Broj,Obrazovanje,M,286
2018,Broj,Umjetnost i humanističke znanosti,M,393
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",M,627
2018,Broj,"Poslovanje, administracija i pravo",M,864
2018,Broj,"Prirodne znanosti, matematika i statistika",M,176
2018,Broj,Informacijske i komunikacijske tehnologije,M,350
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1100
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,303
2018,Broj,Zdravstvo i socijalna skrb,M,231
2018,Broj,Usluge,M,209
2018,Broj,Nepoznato,M,24
2018,Broj,Ukupno,Ž,7520
2018,Broj,Obrazovanje,Ž,902
2018,Broj,Umjetnost i humanističke znanosti,Ž,955
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1173
2018,Broj,"Poslovanje, administracija i pravo",Ž,1547
2018,Broj,"Prirodne znanosti, matematika i statistika",Ž,497
2018,Broj,Informacijske i komunikacijske tehnologije,Ž,228
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,779
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,391
2018,Broj,Zdravstvo i socijalna skrb,Ž,819
2018,Broj,Usluge,Ž,181
2018,Broj,Nepoznato,Ž,48
2019,Broj,Ukupno,Oba spola,12449
2019,Broj,Obrazovanje,Oba spola,1129
2019,Broj,Umjetnost i humanističke znanosti,Oba spola,1387
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1737
2019,Broj,"Poslovanje, administracija i pravo",Oba spola,2522
2019,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,659
2019,Broj,Informacijske i komunikacijske tehnologije,Oba spola,505
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1927
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,737
2019,Broj,Zdravstvo i socijalna skrb,Oba spola,1158
2019,Broj,Usluge,Oba spola,603
2019,Broj,Nepoznato,Oba spola,85
2019,Broj,Ukupno,M,4808
2019,Broj,Obrazovanje,M,324
2019,Broj,Umjetnost i humanističke znanosti,M,448
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",M,629
2019,Broj,"Poslovanje, administracija i pravo",M,877
2019,Broj,"Prirodne znanosti, matematika i statistika",M,171
2019,Broj,Informacijske i komunikacijske tehnologije,M,314
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1103
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,316
2019,Broj,Zdravstvo i socijalna skrb,M,271
2019,Broj,Usluge,M,328
2019,Broj,Nepoznato,M,27
2019,Broj,Ukupno,Ž,7641
2019,Broj,Obrazovanje,Ž,805
2019,Broj,Umjetnost i humanističke znanosti,Ž,939
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1108
2019,Broj,"Poslovanje, administracija i pravo",Ž,1645
2019,Broj,"Prirodne znanosti, matematika i statistika",Ž,488
2019,Broj,Informacijske i komunikacijske tehnologije,Ž,191
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,824
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,421
2019,Broj,Zdravstvo i socijalna skrb,Ž,887
2019,Broj,Usluge,Ž,275
2019,Broj,Nepoznato,Ž,58
2020,Broj,Ukupno,Oba spola,13192
2020,Broj,Obrazovanje,Oba spola,1268
2020,Broj,Umjetnost i humanističke znanosti,Oba spola,1329
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1932
2020,Broj,"Poslovanje, administracija i pravo",Oba spola,2514
2020,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,686
2020,Broj,Informacijske i komunikacijske tehnologije,Oba spola,582
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1971
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,751
2020,Broj,Zdravstvo i socijalna skrb,Oba spola,1345
2020,Broj,Usluge,Oba spola,749
2020,Broj,Nepoznato,Oba spola,65
2020,Broj,Ukupno,M,4945
2020,Broj,Obrazovanje,M,323
2020,Broj,Umjetnost i humanističke znanosti,M,458
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",M,690
2020,Broj,"Poslovanje, administracija i pravo",M,837
2020,Broj,"Prirodne znanosti, matematika i statistika",M,194
2020,Broj,Informacijske i komunikacijske tehnologije,M,364
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1116
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,325
2020,Broj,Zdravstvo i socijalna skrb,M,244
2020,Broj,Usluge,M,372
2020,Broj,Nepoznato,M,22
2020,Broj,Ukupno,Ž,8247
2020,Broj,Obrazovanje,Ž,945
2020,Broj,Umjetnost i humanističke znanosti,Ž,871
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1242
2020,Broj,"Poslovanje, administracija i pravo",Ž,1677
2020,Broj,"Prirodne znanosti, matematika i statistika",Ž,492
2020,Broj,Informacijske i komunikacijske tehnologije,Ž,218
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,855
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,426
2020,Broj,Zdravstvo i socijalna skrb,Ž,1101
2020,Broj,Usluge,Ž,377
2020,Broj,Nepoznato,Ž,43
