Year,UNIT_MEASURE,SEX,Admin Area,BIRTHS,Value
2013,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1058
2013,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,892
2013,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,374
2013,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2245
2013,NUMBER,F,canton_10,LIVE_BIRTH,207
2014,NUMBER,_T,federation_of_bih,LIVE_BIRTH,19823
2014,NUMBER,_T,una-sana_canton,LIVE_BIRTH,2154
2014,NUMBER,_T,posavina_canton,LIVE_BIRTH,212
2014,NUMBER,_T,tuzla_canton,LIVE_BIRTH,4069
2014,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3391
2014,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,268
2014,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,2090
2014,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1824
2014,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,816
2014,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4566
2014,NUMBER,_T,canton_10,LIVE_BIRTH,433
2014,NUMBER,M,federation_of_bih,LIVE_BIRTH,10156
2014,NUMBER,M,una-sana_canton,LIVE_BIRTH,1112
2014,NUMBER,M,posavina_canton,LIVE_BIRTH,107
2014,NUMBER,M,tuzla_canton,LIVE_BIRTH,2091
2014,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1724
2014,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,134
2014,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1088
2014,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,921
2014,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,403
2014,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2355
2014,NUMBER,M,canton_10,LIVE_BIRTH,221
2014,NUMBER,F,federation_of_bih,LIVE_BIRTH,9667
2014,NUMBER,F,una-sana_canton,LIVE_BIRTH,1042
2014,NUMBER,F,posavina_canton,LIVE_BIRTH,105
2014,NUMBER,F,tuzla_canton,LIVE_BIRTH,1978
2014,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1667
2014,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,134
2014,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1002
2014,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,903
2014,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,413
2014,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2211
2014,NUMBER,F,canton_10,LIVE_BIRTH,212
2015,NUMBER,_T,federation_of_bih,LIVE_BIRTH,19317
2015,NUMBER,_T,una-sana_canton,LIVE_BIRTH,2096
2015,NUMBER,_T,posavina_canton,LIVE_BIRTH,193
2015,NUMBER,_T,tuzla_canton,LIVE_BIRTH,3888
2015,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3438
2015,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,214
2015,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,1965
2015,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1762
2015,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,734
2015,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4619
2015,NUMBER,_T,canton_10,LIVE_BIRTH,408
2015,NUMBER,M,federation_of_bih,LIVE_BIRTH,9868
2015,NUMBER,M,una-sana_canton,LIVE_BIRTH,1098
2015,NUMBER,M,posavina_canton,LIVE_BIRTH,108
2015,NUMBER,M,tuzla_canton,LIVE_BIRTH,1919
2015,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1782
2015,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,114
2015,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1047
2015,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,913
2015,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,390
2015,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2304
2015,NUMBER,M,canton_10,LIVE_BIRTH,193
2015,NUMBER,F,federation_of_bih,LIVE_BIRTH,9449
2015,NUMBER,F,una-sana_canton,LIVE_BIRTH,998
2015,NUMBER,F,posavina_canton,LIVE_BIRTH,85
2015,NUMBER,F,tuzla_canton,LIVE_BIRTH,1969
2015,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1656
2015,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,100
2015,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,918
2015,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,849
2015,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,344
2015,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2315
2015,NUMBER,F,canton_10,LIVE_BIRTH,215
2016,NUMBER,_T,federation_of_bih,LIVE_BIRTH,19655
2016,NUMBER,_T,una-sana_canton,LIVE_BIRTH,2105
2016,NUMBER,_T,posavina_canton,LIVE_BIRTH,144
2016,NUMBER,_T,tuzla_canton,LIVE_BIRTH,3903
2016,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3452
2016,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,234
2016,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,2135
2016,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1833
2016,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,709
2016,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4774
2016,NUMBER,_T,canton_10,LIVE_BIRTH,366
2016,NUMBER,M,federation_of_bih,LIVE_BIRTH,10214
2016,NUMBER,M,una-sana_canton,LIVE_BIRTH,1090
2016,NUMBER,M,posavina_canton,LIVE_BIRTH,75
2016,NUMBER,M,tuzla_canton,LIVE_BIRTH,1995
2016,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1816
2016,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,131
2016,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1106
2016,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,915
2016,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,371
2016,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2516
2016,NUMBER,M,canton_10,LIVE_BIRTH,199
2016,NUMBER,F,federation_of_bih,LIVE_BIRTH,9441
2016,NUMBER,F,una-sana_canton,LIVE_BIRTH,1015
2016,NUMBER,F,posavina_canton,LIVE_BIRTH,69
2016,NUMBER,F,tuzla_canton,LIVE_BIRTH,1908
2016,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1636
2016,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,103
2016,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,1029
2016,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,918
2016,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,338
2016,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2258
2016,NUMBER,F,canton_10,LIVE_BIRTH,167
2017,NUMBER,_T,federation_of_bih,LIVE_BIRTH,19824
2017,NUMBER,_T,una-sana_canton,LIVE_BIRTH,2057
2017,NUMBER,_T,posavina_canton,LIVE_BIRTH,154
2017,NUMBER,_T,tuzla_canton,LIVE_BIRTH,3966
2017,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3585
2017,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,241
2017,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,2167
2017,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1712
2017,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,709
2017,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4856
2017,NUMBER,_T,canton_10,LIVE_BIRTH,377
2017,NUMBER,M,federation_of_bih,LIVE_BIRTH,10247
2017,NUMBER,M,una-sana_canton,LIVE_BIRTH,1051
2017,NUMBER,M,posavina_canton,LIVE_BIRTH,75
2017,NUMBER,M,tuzla_canton,LIVE_BIRTH,2036
2017,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1827
2017,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,133
2017,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1189
2017,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,919
2017,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,364
2017,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2459
2017,NUMBER,M,canton_10,LIVE_BIRTH,194
2017,NUMBER,F,federation_of_bih,LIVE_BIRTH,9577
2017,NUMBER,F,una-sana_canton,LIVE_BIRTH,1006
2017,NUMBER,F,posavina_canton,LIVE_BIRTH,79
2017,NUMBER,F,tuzla_canton,LIVE_BIRTH,1930
2017,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1758
2017,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,108
2017,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,978
2017,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,793
2017,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,345
2017,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2397
2017,NUMBER,F,canton_10,LIVE_BIRTH,183
2018,NUMBER,_T,federation_of_bih,LIVE_BIRTH,18899
2018,NUMBER,_T,una-sana_canton,LIVE_BIRTH,1804
2018,NUMBER,_T,posavina_canton,LIVE_BIRTH,151
2018,NUMBER,_T,tuzla_canton,LIVE_BIRTH,3723
2018,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3488
2018,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,240
2018,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,2040
2018,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1790
2018,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,760
2018,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4530
2018,NUMBER,_T,canton_10,LIVE_BIRTH,373
2018,NUMBER,M,federation_of_bih,LIVE_BIRTH,9742
2018,NUMBER,M,una-sana_canton,LIVE_BIRTH,975
2018,NUMBER,M,posavina_canton,LIVE_BIRTH,68
2018,NUMBER,M,tuzla_canton,LIVE_BIRTH,1895
2018,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1760
2018,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,125
2018,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1059
2018,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,914
2018,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,397
2018,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2340
2018,NUMBER,M,canton_10,LIVE_BIRTH,209
2018,NUMBER,F,federation_of_bih,LIVE_BIRTH,9157
2018,NUMBER,F,una-sana_canton,LIVE_BIRTH,829
2018,NUMBER,F,posavina_canton,LIVE_BIRTH,83
2018,NUMBER,F,tuzla_canton,LIVE_BIRTH,1828
2018,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1728
2018,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,115
2018,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,981
2018,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,876
2018,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,363
2018,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2190
2018,NUMBER,F,canton_10,LIVE_BIRTH,164
2019,NUMBER,_T,federation_of_bih,LIVE_BIRTH,18019
2019,NUMBER,_T,una-sana_canton,LIVE_BIRTH,1735
2019,NUMBER,_T,posavina_canton,LIVE_BIRTH,124
2019,NUMBER,_T,tuzla_canton,LIVE_BIRTH,3636
2019,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3337
2019,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,200
2019,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,1929
2019,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1632
2019,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,729
2019,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4339
2019,NUMBER,_T,canton_10,LIVE_BIRTH,358
2019,NUMBER,M,federation_of_bih,LIVE_BIRTH,9342
2019,NUMBER,M,una-sana_canton,LIVE_BIRTH,876
2019,NUMBER,M,posavina_canton,LIVE_BIRTH,68
2019,NUMBER,M,tuzla_canton,LIVE_BIRTH,1887
2019,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1733
2019,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,100
2019,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,1041
2019,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,823
2019,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,381
2019,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2249
2019,NUMBER,M,canton_10,LIVE_BIRTH,184
2019,NUMBER,F,federation_of_bih,LIVE_BIRTH,8677
2019,NUMBER,F,una-sana_canton,LIVE_BIRTH,859
2019,NUMBER,F,posavina_canton,LIVE_BIRTH,56
2019,NUMBER,F,tuzla_canton,LIVE_BIRTH,1749
2019,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1604
2019,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,100
2019,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,888
2019,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,809
2019,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,348
2019,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2090
2019,NUMBER,F,canton_10,LIVE_BIRTH,174
2020,NUMBER,_T,federation_of_bih,LIVE_BIRTH,17211
2020,NUMBER,_T,una-sana_canton,LIVE_BIRTH,1552
2020,NUMBER,_T,posavina_canton,LIVE_BIRTH,128
2020,NUMBER,_T,tuzla_canton,LIVE_BIRTH,3425
2020,NUMBER,_T,zenica-doboj_canton,LIVE_BIRTH,3259
2020,NUMBER,_T,bosnian-podrinje_canton,LIVE_BIRTH,173
2020,NUMBER,_T,central_bosnia_canton,LIVE_BIRTH,1854
2020,NUMBER,_T,herzegovina-neretva_canton,LIVE_BIRTH,1532
2020,NUMBER,_T,west_herzegovina_canton,LIVE_BIRTH,756
2020,NUMBER,_T,sarajevo_canton,LIVE_BIRTH,4206
2020,NUMBER,_T,canton_10,LIVE_BIRTH,326
2020,NUMBER,M,federation_of_bih,LIVE_BIRTH,8901
2020,NUMBER,M,una-sana_canton,LIVE_BIRTH,808
2020,NUMBER,M,posavina_canton,LIVE_BIRTH,69
2020,NUMBER,M,tuzla_canton,LIVE_BIRTH,1775
2020,NUMBER,M,zenica-doboj_canton,LIVE_BIRTH,1683
2020,NUMBER,M,bosnian-podrinje_canton,LIVE_BIRTH,88
2020,NUMBER,M,central_bosnia_canton,LIVE_BIRTH,978
2020,NUMBER,M,herzegovina-neretva_canton,LIVE_BIRTH,805
2020,NUMBER,M,west_herzegovina_canton,LIVE_BIRTH,373
2020,NUMBER,M,sarajevo_canton,LIVE_BIRTH,2164
2020,NUMBER,M,canton_10,LIVE_BIRTH,158
2020,NUMBER,F,federation_of_bih,LIVE_BIRTH,8310
2020,NUMBER,F,una-sana_canton,LIVE_BIRTH,744
2020,NUMBER,F,posavina_canton,LIVE_BIRTH,59
2020,NUMBER,F,tuzla_canton,LIVE_BIRTH,1650
2020,NUMBER,F,zenica-doboj_canton,LIVE_BIRTH,1576
2020,NUMBER,F,bosnian-podrinje_canton,LIVE_BIRTH,85
2020,NUMBER,F,central_bosnia_canton,LIVE_BIRTH,876
2020,NUMBER,F,herzegovina-neretva_canton,LIVE_BIRTH,727
2020,NUMBER,F,west_herzegovina_canton,LIVE_BIRTH,383
2020,NUMBER,F,sarajevo_canton,LIVE_BIRTH,2042
2020,NUMBER,F,canton_10,LIVE_BIRTH,168
2011,NUMBER,_T,federation_of_bih,DEATHS,
2011,NUMBER,_T,una-sana_canton,DEATHS,
2011,NUMBER,_T,posavina_canton,DEATHS,
2011,NUMBER,_T,tuzla_canton,DEATHS,
2011,NUMBER,_T,zenica-doboj_canton,DEATHS,
2011,NUMBER,_T,bosnian-podrinje_canton,DEATHS,
2011,NUMBER,_T,central_bosnia_canton,DEATHS,
2011,NUMBER,_T,herzegovina-neretva_canton,DEATHS,
2011,NUMBER,_T,west_herzegovina_canton,DEATHS,
2011,NUMBER,_T,sarajevo_canton,DEATHS,
2011,NUMBER,_T,canton_10,DEATHS,
2011,NUMBER,M,federation_of_bih,DEATHS,
2011,NUMBER,M,una-sana_canton,DEATHS,
2011,NUMBER,M,posavina_canton,DEATHS,
2011,NUMBER,M,tuzla_canton,DEATHS,
2011,NUMBER,M,zenica-doboj_canton,DEATHS,
2011,NUMBER,M,bosnian-podrinje_canton,DEATHS,
2011,NUMBER,M,central_bosnia_canton,DEATHS,
2011,NUMBER,M,herzegovina-neretva_canton,DEATHS,
2011,NUMBER,M,west_herzegovina_canton,DEATHS,
2011,NUMBER,M,sarajevo_canton,DEATHS,
2011,NUMBER,M,canton_10,DEATHS,
2011,NUMBER,F,federation_of_bih,DEATHS,
2011,NUMBER,F,una-sana_canton,DEATHS,
2011,NUMBER,F,posavina_canton,DEATHS,
2011,NUMBER,F,tuzla_canton,DEATHS,
2011,NUMBER,F,zenica-doboj_canton,DEATHS,
2011,NUMBER,F,bosnian-podrinje_canton,DEATHS,
2011,NUMBER,F,central_bosnia_canton,DEATHS,
2011,NUMBER,F,herzegovina-neretva_canton,DEATHS,
2011,NUMBER,F,west_herzegovina_canton,DEATHS,
2011,NUMBER,F,sarajevo_canton,DEATHS,
2011,NUMBER,F,canton_10,DEATHS,
2012,NUMBER,_T,federation_of_bih,DEATHS,
2012,NUMBER,_T,una-sana_canton,DEATHS,
2012,NUMBER,_T,posavina_canton,DEATHS,
2012,NUMBER,_T,tuzla_canton,DEATHS,
2012,NUMBER,_T,zenica-doboj_canton,DEATHS,
2012,NUMBER,_T,bosnian-podrinje_canton,DEATHS,
2012,NUMBER,_T,central_bosnia_canton,DEATHS,
2012,NUMBER,_T,herzegovina-neretva_canton,DEATHS,
2012,NUMBER,_T,west_herzegovina_canton,DEATHS,
2012,NUMBER,_T,sarajevo_canton,DEATHS,
2012,NUMBER,_T,canton_10,DEATHS,
2012,NUMBER,M,federation_of_bih,DEATHS,
2012,NUMBER,M,una-sana_canton,DEATHS,
2012,NUMBER,M,posavina_canton,DEATHS,
2012,NUMBER,M,tuzla_canton,DEATHS,
2012,NUMBER,M,zenica-doboj_canton,DEATHS,
2012,NUMBER,M,bosnian-podrinje_canton,DEATHS,
2012,NUMBER,M,central_bosnia_canton,DEATHS,
2012,NUMBER,M,herzegovina-neretva_canton,DEATHS,
2012,NUMBER,M,west_herzegovina_canton,DEATHS,
2012,NUMBER,M,sarajevo_canton,DEATHS,
2012,NUMBER,M,canton_10,DEATHS,
2012,NUMBER,F,federation_of_bih,DEATHS,
2012,NUMBER,F,una-sana_canton,DEATHS,
2012,NUMBER,F,posavina_canton,DEATHS,
2012,NUMBER,F,tuzla_canton,DEATHS,
2012,NUMBER,F,zenica-doboj_canton,DEATHS,
2012,NUMBER,F,bosnian-podrinje_canton,DEATHS,
2012,NUMBER,F,central_bosnia_canton,DEATHS,
2012,NUMBER,F,herzegovina-neretva_canton,DEATHS,
2012,NUMBER,F,west_herzegovina_canton,DEATHS,
2012,NUMBER,F,sarajevo_canton,DEATHS,
2012,NUMBER,F,canton_10,DEATHS,
2013,NUMBER,_T,federation_of_bih,DEATHS,
2013,NUMBER,_T,una-sana_canton,DEATHS,
2013,NUMBER,_T,posavina_canton,DEATHS,
2013,NUMBER,_T,tuzla_canton,DEATHS,
2013,NUMBER,_T,zenica-doboj_canton,DEATHS,
2013,NUMBER,_T,bosnian-podrinje_canton,DEATHS,
2013,NUMBER,_T,central_bosnia_canton,DEATHS,
2013,NUMBER,_T,herzegovina-neretva_canton,DEATHS,
2013,NUMBER,_T,west_herzegovina_canton,DEATHS,
2013,NUMBER,_T,sarajevo_canton,DEATHS,
2013,NUMBER,_T,canton_10,DEATHS,
2013,NUMBER,M,federation_of_bih,DEATHS,
2013,NUMBER,M,una-sana_canton,DEATHS,
2013,NUMBER,M,posavina_canton,DEATHS,
2013,NUMBER,M,tuzla_canton,DEATHS,
2013,NUMBER,M,zenica-doboj_canton,DEATHS,
2013,NUMBER,M,bosnian-podrinje_canton,DEATHS,
2013,NUMBER,M,central_bosnia_canton,DEATHS,
2013,NUMBER,M,herzegovina-neretva_canton,DEATHS,
2013,NUMBER,M,west_herzegovina_canton,DEATHS,
2013,NUMBER,M,sarajevo_canton,DEATHS,
2013,NUMBER,M,canton_10,DEATHS,
2013,NUMBER,F,federation_of_bih,DEATHS,
2013,NUMBER,F,una-sana_canton,DEATHS,
2013,NUMBER,F,posavina_canton,DEATHS,
2013,NUMBER,F,tuzla_canton,DEATHS,
2013,NUMBER,F,zenica-doboj_canton,DEATHS,
2013,NUMBER,F,bosnian-podrinje_canton,DEATHS,
2013,NUMBER,F,central_bosnia_canton,DEATHS,
